,travel_mode,purpose,faretype,day_of_week,start_time_linear,age,female,driving_license,distance,dur_walking,dur_cycling,dur_driving,driving_traffic_percent,hh_vehicles,hh_income,hh_people,dur_pt,hh_region
206,pt,HBO,full,5,6.333333333,53,1,0,10140,2.402222222,0.705555556,0.509444444,0.484188,0,10-15k,1,0.995833333,South London
207,pt,HBW,full,4,8.083333333,31,1,0,8949,2.056944444,0.710833333,0.6675,0.796504,1,50-75k,2,0.645,West London
208,drive,HBE,child,3,15.41666667,14,1,0,1746,0.470277778,0.144166667,0.120277778,0.152425,1,5-10k,2,0.392777778,South London
209,walk,HBW,full,7,11.0,31,1,0,1868,0.501111111,0.219166667,0.208333333,0.457333,1,10-15k,3,0.281944444,Central London
210,drive,HBO,full,3,14.38333333,32,1,1,2799,0.795555556,0.286666667,0.289166667,0.664745,1,25-35k,1,0.4325,Central London
211,drive,HBO,full,3,20.25,39,1,1,1617,0.410833333,0.125,0.084722222,0.209836,1,10-15k,1,0.170277778,South London
212,cycle,HBW,dis,4,16.5,34,0,1,3906,0.959444444,0.328611111,0.341944444,0.497157,0,20-25k,1,0.437222222,Central London
213,walk,NHBO,dis,4,17.5,25,1,1,1255,0.326111111,0.155,0.168888889,0.615132,0,10-15k,1,0.283888889,Central London
214,walk,NHBO,full,5,7.0,69,0,1,1251,0.290277778,0.080833333,0.085,0.0555556,1,35-50k,2,0.254166667,North London
215,pt,HBO,full,3,6.75,40,1,1,1602,0.393055556,0.128611111,0.1025,0.252033,0,50-75k,2,0.263333333,South London
216,pt,HBO,full,6,15.51666667,35,1,1,18324,4.054166667,1.279166667,0.789444444,0.580929,1,>100k,3,0.955833333,West London
217,walk,HBO,full,2,9.916666667,40,1,0,1538,0.386388889,0.098055556,0.096111111,0.205202,1,75-100k,3,0.155277778,South London
218,drive,B,full,4,7.5,49,1,0,8423,2.051944444,0.704722222,0.601111111,0.707486,0,50-75k,1,0.928055556,North London
219,drive,B,full,4,14.0,46,1,1,9729,2.363333333,0.830555556,0.751388889,0.650647,1,>100k,4,0.838333333,Central London
220,drive,HBO,full,6,17.16666667,37,1,1,665,0.161666667,0.043611111,0.068333333,0.495935,1,15-20k,3,0.089166667,West London
221,drive,HBO,full,5,16.5,40,1,1,3501,0.874166667,0.285833333,0.179722222,0.251932,1,5-10k,5,0.345,West London
222,drive,HBO,full,1,14.58333333,44,1,1,2267,0.605,0.169166667,0.233333333,0.260714,2,10-15k,4,0.364722222,East London
223,pt,NHBO,dis,2,15.0,22,1,0,5015,1.225833333,0.441944444,0.333611111,0.621982,0,5-10k,2,0.663055556,South London
224,drive,HBE,full,2,13.41666667,44,1,1,2151,0.558055556,0.141944444,0.154722222,0.605027,2,>100k,4,0.314722222,West London
225,pt,HBO,free,3,10.25,75,1,0,3465,0.790555556,0.232777778,0.163611111,0.113752,1,10-15k,2,0.3675,South London
226,walk,HBO,full,6,11.0,47,1,1,587,0.169444444,0.066666667,0.060555556,0.422018,1,5-10k,2,0.148333333,Central London
227,drive,HBO,dis,4,17.13333333,28,1,1,1928,0.449444444,0.172222222,0.136944444,0.638945,1,25-35k,2,0.425277778,Central London
228,drive,HBO,full,1,8.5,59,1,1,5625,1.381388889,0.484166667,0.309444444,0.526032,2,50-75k,3,0.665833333,West London
229,drive,HBO,full,2,11.5,48,1,0,2133,0.534444444,0.203055556,0.166388889,0.176962,0,<5k,1,0.227222222,North London
230,pt,HBW,full,6,18.0,30,1,0,2725,0.632777778,0.183055556,0.178611111,0.449456,0,50-75k,2,0.207777778,West London
231,walk,HBO,full,3,12.0,52,1,0,602,0.184722222,0.074166667,0.053333333,0.338542,0,<5k,1,0.094166667,West London
232,pt,HBO,full,6,11.25,38,0,0,1060,0.285833333,0.086944444,0.055833333,0.268657,0,<5k,3,0.187222222,West London
233,drive,HBO,full,7,19.25,30,1,0,3169,0.757222222,0.274722222,0.245277778,0.576444,0,50-75k,1,0.462222222,Central London
234,cycle,HBO,full,1,19.5,38,1,1,3782,0.953055556,0.318055556,0.3025,0.265381,1,>100k,2,0.478888889,Central London
235,pt,HBW,full,5,8.666666667,56,1,1,2241,0.542222222,0.176666667,0.251388889,0.340331,2,75-100k,4,0.329444444,North London
236,pt,HBO,free,2,11.33333333,71,1,0,1115,0.318333333,0.111666667,0.106388889,0.375979,0,5-10k,2,0.236111111,Central London
237,pt,HBW,full,3,7.5,47,1,1,8918,2.107222222,0.632222222,0.650277778,0.695429,0,35-50k,3,0.722222222,East London
238,walk,HBO,free,1,13.0,69,1,0,2145,0.561944444,0.163333333,0.169722222,0.333879,0,5-10k,1,0.321666667,Central London
239,drive,HBW,full,2,13.5,53,1,1,2966,0.782222222,0.303611111,0.242222222,0.629587,1,15-20k,3,0.532222222,Central London
240,walk,HBO,full,1,20.0,29,0,1,782,0.209166667,0.093055556,0.063333333,0.947368,1,50-75k,1,0.086388889,Central London
241,drive,HBO,full,1,17.08333333,42,1,1,817,0.23,0.12,0.059722222,0.269767,2,50-75k,2,0.1775,North London
242,walk,HBO,free,5,10.0,64,1,0,380,0.203888889,0.06,0.076944444,0.0794224,3,25-35k,3,0.158888889,West London
243,walk,HBE,full,1,9.0,26,1,0,583,0.218333333,0.073888889,0.07,0.0634921,0,5-10k,3,0.230833333,West London
244,walk,HBW,full,3,21.0,28,0,0,1348,0.331388889,0.105555556,0.103333333,0.553763,0,5-10k,1,0.223611111,Central London
245,drive,HBO,full,6,2.25,31,1,1,4454,1.051666667,0.335,0.163888889,0.0491525,2,75-100k,2,0.482777778,North London
246,walk,NHBO,full,6,14.83333333,31,1,1,2428,0.562222222,0.215555556,0.276388889,0.516583,1,50-75k,2,0.204166667,Central London
247,pt,HBW,full,2,18.5,27,0,1,9772,2.381111111,0.765,0.720555556,0.729761,0,50-75k,1,0.705833333,North London
248,drive,HBO,full,2,15.66666667,42,0,1,3589,0.916388889,0.31,0.241666667,0.296552,1,35-50k,4,0.483611111,South London
249,drive,HBO,free,6,11.91666667,88,1,0,1873,0.504444444,0.174722222,0.181666667,0.804281,0,5-10k,2,0.261944444,Central London
250,pt,HBO,free,1,11.0,52,1,0,919,0.230277778,0.079444444,0.117777778,0.15566,0,<5k,1,0.181111111,Central London
251,drive,HBO,free,7,14.58333333,65,1,1,2143,0.611111111,0.187777778,0.143333333,0.273256,3,>100k,3,0.396666667,West London
252,walk,NHBO,full,2,16.33333333,31,1,1,1471,0.349166667,0.118333333,0.106111111,0.764398,0,50-75k,3,0.313611111,West London
253,pt,NHBO,full,2,20.0,21,1,1,4392,1.046111111,0.395,0.306944444,0.635294,2,35-50k,5,0.537777778,North London
254,walk,HBE,dis,3,9.083333333,35,1,1,374,0.131944444,0.054166667,0.026388889,0.0947368,1,50-75k,6,0.097777778,North London
255,walk,HBE,full,4,8.0,40,1,1,564,0.123888889,0.048888889,0.043888889,0.481013,1,75-100k,4,0.088333333,Central London
256,pt,HBW,full,4,16.25,30,0,1,17056,4.016111111,1.206388889,0.921666667,0.705847,1,35-50k,2,1.085555556,West London
257,drive,NHBO,full,6,9.183333333,50,1,1,2293,0.642777778,0.195833333,0.182222222,0.0792683,2,50-75k,6,0.391944444,North London
258,walk,HBE,full,2,14.5,18,1,0,1295,0.341388889,0.166666667,0.109166667,0.0687023,1,5-10k,3,0.238333333,South London
259,drive,HBO,full,1,19.1,39,1,1,2361,0.497222222,0.130555556,0.084722222,0.15082,1,10-15k,4,0.264722222,North London
260,pt,HBE,dis,4,15.5,32,1,0,2203,0.576944444,0.196111111,0.149722222,0.276438,0,5-10k,2,0.297222222,Central London
261,drive,HBO,dis,2,17.83333333,30,0,1,10004,2.340555556,0.699444444,0.691111111,0.536576,0,75-100k,2,0.811666667,Central London
262,pt,NHBO,full,6,23.0,19,0,1,11003,2.529444444,0.825,0.583888889,0.565176,0,10-15k,1,0.6075,North London
263,walk,HBO,full,5,19.0,23,1,0,1407,0.338888889,0.125555556,0.085833333,0.514563,0,5-10k,2,0.195555556,Central London
264,drive,HBO,full,7,16.0,61,1,1,2064,0.468611111,0.145,0.135555556,0.29918,1,50-75k,1,0.378888889,South London
265,pt,HBO,free,6,12.0,65,1,0,2413,0.641944444,0.33,0.258055556,0.652314,0,5-10k,2,0.327222222,Central London
266,pt,NHBO,full,2,14.0,32,1,1,936,0.277777778,0.127222222,0.081111111,0.130137,0,25-35k,4,0.160833333,Central London
267,drive,B,free,1,7.5,63,0,1,4136,0.931388889,0.271944444,0.239444444,0.238979,2,50-75k,4,0.293055556,South London
268,pt,HBO,full,4,17.0,28,1,1,4389,1.015833333,0.466666667,0.378888889,0.871701,0,<5k,1,0.438333333,Central London
269,drive,HBO,full,7,20.75,28,1,1,1743,0.434444444,0.135,0.115555556,0.331731,0,75-100k,2,0.284444444,South London
270,drive,B,full,7,9.0,40,0,1,12661,2.893333333,1.027222222,0.608055556,0.39333,1,35-50k,3,0.915277778,South London
271,pt,HBO,full,6,13.0,27,0,1,2079,0.487777778,0.143611111,0.157777778,0.290493,1,20-25k,1,0.288333333,North London
272,drive,HBW,full,2,16.66666667,56,1,1,2707,0.684166667,0.213333333,0.205555556,0.298649,3,35-50k,3,0.627777778,North London
273,pt,NHBO,full,6,12.5,41,1,0,3728,0.9225,0.313333333,0.225833333,0.234932,1,25-35k,7,0.35,South London
274,pt,HBO,free,7,16.0,78,1,0,1079,0.267777778,0.106666667,0.049444444,0.0,0,15-20k,3,0.14,South London
275,walk,HBO,free,4,10.0,70,0,1,534,0.147777778,0.086944444,0.065833333,0.219409,1,75-100k,1,0.120833333,West London
276,drive,HBO,full,6,22.0,30,0,1,9241,2.138611111,0.778888889,0.494444444,0.330337,3,>100k,5,0.573611111,North London
277,drive,HBO,full,2,16.0,75,1,1,2172,0.606944444,0.170833333,0.143888889,0.409266,1,5-10k,1,0.355,West London
278,drive,HBO,full,7,20.5,43,1,1,6604,1.648611111,0.571111111,0.436666667,0.248092,1,50-75k,4,0.7225,North London
279,drive,HBO,full,7,20.58333333,26,0,0,5304,1.220833333,0.348055556,0.241944444,0.249139,1,>100k,5,0.455555556,West London
280,pt,HBO,free,6,18.5,71,1,1,9776,2.400277778,0.751111111,0.697777778,0.628185,1,10-15k,1,0.813333333,South London
281,drive,HBO,full,2,16.61666667,25,1,1,1380,0.366388889,0.116111111,0.178611111,0.284603,1,5-10k,2,0.340833333,West London
282,drive,B,full,3,18.0,46,0,1,4124,1.056666667,0.429722222,0.36,0.577932,1,75-100k,2,0.551111111,Central London
283,drive,HBO,free,4,14.03333333,34,0,0,5224,1.335833333,0.373055556,0.300833333,0.227147,1,15-20k,4,0.732777778,South London
284,walk,NHBO,dis,6,21.68333333,38,1,1,367,0.100555556,0.059166667,0.053611111,0.42487,0,35-50k,1,0.046111111,East London
285,drive,HBO,full,2,9.833333333,53,1,1,2187,0.629444444,0.190555556,0.150555556,0.116236,1,>100k,2,0.315277778,West London
286,drive,HBO,full,3,17.66666667,33,1,1,1062,0.346944444,0.102777778,0.116666667,0.12619,1,25-35k,2,0.27,North London
287,pt,HBW,free,3,16.5,46,0,1,12048,3.111111111,1.03,0.309444444,0.274686,1,35-50k,4,1.2825,North London
288,drive,NHBO,full,7,15.18333333,32,1,1,2535,0.715555556,0.220555556,0.249722222,0.348165,2,25-35k,4,0.446944444,North London
289,drive,HBO,full,6,9.0,50,1,0,25795,6.198888889,1.855277778,1.141388889,0.567291,1,25-35k,2,1.7575,South London
290,drive,HBO,full,5,16.66666667,57,1,1,1535,0.42,0.167222222,0.125277778,0.317073,3,>100k,3,0.259722222,South London
291,pt,HBO,free,5,9.75,65,1,0,2487,0.5675,0.197222222,0.155555556,0.548214,0,<5k,1,0.276944444,South London
292,pt,HBO,free,4,14.5,71,1,1,1989,0.487222222,0.189166667,0.196944444,0.235543,1,10-15k,1,0.242222222,South London
293,drive,HBO,full,6,14.5,46,1,1,4276,1.1875,0.337222222,0.304444444,0.222628,1,20-25k,2,0.475277778,East London
294,drive,HBO,free,3,14.5,66,1,1,5956,1.463055556,0.4425,0.288888889,0.176923,1,20-25k,2,0.510833333,South London
295,drive,HBO,full,6,13.25,38,1,1,1487,0.4525,0.125277778,0.101944444,0.13624,1,10-15k,3,0.276666667,South London
296,drive,HBO,full,4,12.0,33,1,1,23736,5.612222222,1.6275,1.050833333,0.512292,2,75-100k,3,1.5175,West London
297,pt,HBO,full,2,18.5,38,1,0,2131,0.624722222,0.223611111,0.209166667,0.416999,0,5-10k,3,0.476944444,East London
298,pt,B,full,2,7.5,45,1,1,2267,0.533333333,0.143055556,0.205277778,0.596752,1,75-100k,3,0.406111111,Central London
299,walk,HBO,dis,5,17.75,22,1,0,595,0.145277778,0.0325,0.061111111,0.140909,0,<5k,1,0.090277778,West London
300,pt,B,full,4,8.0,57,1,0,972,0.279722222,0.083333333,0.0875,0.168254,0,35-50k,2,0.261388889,South London
301,pt,HBW,full,3,8.0,47,1,1,5746,1.404166667,0.465,0.571388889,0.67088,1,50-75k,2,0.651944444,Central London
302,walk,HBE,full,3,11.5,30,1,0,356,0.108888889,0.047222222,0.02,0.111111,0,5-10k,6,0.062222222,South London
303,walk,NHBO,full,1,15.0,30,1,0,3945,0.916111111,0.319166667,0.354444444,0.751567,1,50-75k,2,0.243055556,South London
304,pt,HBO,free,3,22.5,84,1,1,3018,0.741666667,0.231666667,0.165833333,0.368509,0,>100k,1,0.349444444,Central London
305,pt,B,free,5,10.0,61,1,1,17581,4.203333333,1.186388889,0.528055556,0.312467,1,50-75k,1,0.7125,East London
306,pt,HBW,full,2,16.0,57,1,0,6670,1.505,0.460833333,0.515555556,0.512931,0,15-20k,2,0.503333333,East London
307,cycle,HBO,full,5,16.08333333,57,0,1,1651,0.374444444,0.145,0.138333333,0.63253,2,25-35k,4,0.222222222,South London
308,pt,HBO,full,5,23.5,30,1,1,8906,2.108888889,0.659166667,0.650555556,0.593937,0,15-20k,1,0.455555556,South London
309,drive,HBE,free,3,8.0,8,1,0,2010,0.493055556,0.161111111,0.190277778,0.240876,2,>100k,5,0.456944444,West London
310,drive,HBO,free,3,11.5,59,1,1,954,0.241944444,0.070277778,0.080833333,0.268041,2,75-100k,2,0.171944444,Central London
311,pt,HBO,full,2,16.5,45,1,1,4565,1.002222222,0.405833333,0.408333333,0.838776,1,50-75k,4,0.295833333,Central London
312,drive,HBO,free,7,16.0,35,1,1,1916,0.518888889,0.168333333,0.115,0.217391,3,50-75k,2,0.385833333,East London
313,drive,HBO,free,1,13.41666667,76,1,1,4658,1.026666667,0.254166667,0.215277778,0.232258,1,5-10k,1,0.463055556,South London
314,walk,HBE,free,1,15.5,10,1,0,679,0.271944444,0.079444444,0.091111111,0.262195,1,25-35k,4,0.2475,West London
315,pt,HBO,full,2,15.5,59,1,1,14775,3.575833333,1.058055556,0.827222222,0.491941,2,>100k,2,0.789166667,South London
316,pt,HBW,full,3,19.0,35,1,1,10787,2.763333333,1.045,0.712222222,0.431357,1,35-50k,1,0.704444444,South London
317,pt,HBO,free,5,15.5,67,0,1,11541,2.754722222,0.882777778,0.536666667,0.563147,0,5-10k,2,0.715277778,Central London
318,walk,HBO,full,6,11.0,46,1,0,1116,0.263888889,0.0875,0.089722222,0.19195,0,15-20k,1,0.157777778,Central London
319,drive,HBO,full,7,14.0,50,1,1,3165,0.802222222,0.234166667,0.159444444,0.297909,1,10-15k,1,0.300555556,South London
320,drive,HBO,free,1,12.0,70,1,1,2534,0.783333333,0.195555556,0.129166667,0.11828,2,25-35k,2,0.373611111,South London
321,walk,NHBO,full,1,15.5,45,1,1,359,0.084166667,0.033333333,0.09,0.108025,0,50-75k,3,0.087222222,Central London
322,walk,HBO,full,5,11.83333333,35,1,1,618,0.164444444,0.082222222,0.076944444,0.32491,2,>100k,4,0.130833333,South London
323,pt,NHBO,free,2,15.08333333,82,1,1,628,0.142222222,0.043055556,0.058333333,0.552381,0,<5k,1,0.104444444,Central London
324,drive,NHBO,free,6,16.63333333,47,1,1,584,0.226388889,0.067222222,0.088333333,0.113208,1,25-35k,1,0.169722222,South London
325,walk,NHBO,free,6,12.08333333,65,0,1,400,0.090277778,0.046111111,0.035,0.833333,1,35-50k,2,0.095,North London
326,walk,NHBO,free,2,11.75,64,1,0,384,0.103333333,0.095,0.076388889,0.48,1,25-35k,2,0.081111111,South London
327,drive,HBO,full,7,13.0,29,1,1,1344,0.533888889,0.185277778,0.151111111,0.0790441,1,20-25k,3,0.308888889,Central London
328,pt,HBO,free,7,19.66666667,9,0,0,1481,0.368888889,0.139166667,0.098055556,0.226629,2,>100k,4,0.213611111,Central London
329,walk,NHBO,free,5,14.33333333,77,1,0,615,0.164722222,0.0875,0.037222222,0.253731,0,5-10k,2,0.111111111,South London
330,drive,HBW,full,5,16.0,48,1,1,9837,2.190277778,0.642222222,0.670277778,0.702445,1,75-100k,4,0.681944444,West London
331,pt,HBO,free,3,9.5,46,1,0,1049,0.314722222,0.093055556,0.098333333,0.19209,0,15-20k,4,0.303333333,East London
332,pt,HBE,full,3,16.0,20,1,1,5231,1.185,0.401111111,0.461388889,0.733293,0,5-10k,4,0.536111111,East London
333,drive,HBO,full,4,9.0,61,0,1,6763,1.552777778,0.463055556,0.431666667,0.700772,2,>100k,2,0.781111111,North London
334,drive,HBO,full,7,14.5,30,1,1,1575,0.458611111,0.155555556,0.154444444,0.26259,1,50-75k,2,0.334444444,East London
335,walk,NHBO,full,3,13.0,26,1,1,727,0.254722222,0.125,0.1175,0.34279,2,50-75k,2,0.216944444,West London
336,drive,HBO,child,1,17.91666667,11,1,0,1162,0.258055556,0.07,0.070555556,0.311024,1,35-50k,5,0.13,South London
337,drive,NHBO,full,6,20.71666667,27,1,1,1303,0.439166667,0.128055556,0.055277778,0.040201,1,50-75k,2,0.440833333,Central London
338,pt,HBO,full,3,13.0,54,1,1,4311,0.9875,0.298055556,0.256944444,0.335135,1,35-50k,3,0.322777778,North London
339,pt,HBO,full,5,16.25,59,0,1,3274,0.85,0.277777778,0.2575,0.285868,1,25-35k,7,0.498333333,East London
340,drive,NHBO,full,2,11.0,33,1,1,5228,1.331944444,0.464722222,0.215277778,0.193548,4,75-100k,5,0.235277778,East London
341,drive,HBO,free,3,12.5,59,1,1,7296,1.871944444,0.626944444,0.435277778,0.40268,0,10-15k,1,0.774722222,Central London
342,pt,HBW,full,3,16.0,34,0,1,8965,2.178888889,0.748611111,0.767222222,0.734613,0,50-75k,1,0.829166667,Central London
343,pt,HBW,full,1,6.0,32,1,0,16918,4.925833333,1.376111111,0.585833333,0.442864,0,10-15k,2,1.052222222,West London
344,drive,HBO,free,2,16.0,69,1,1,989,0.245277778,0.080277778,0.078888889,0.211268,3,35-50k,2,0.127777778,North London
345,walk,HBO,full,7,10.0,30,1,1,1162,0.296666667,0.095277778,0.105,0.198413,1,35-50k,2,0.176944444,West London
346,pt,HBW,full,4,8.0,34,1,1,7054,1.653888889,0.5325,0.470833333,0.870206,0,35-50k,1,0.635,Central London
347,drive,HBO,full,4,10.0,62,0,1,1106,0.243888889,0.083611111,0.0875,0.288889,1,15-20k,3,0.115,South London
348,walk,HBO,full,7,14.0,33,1,1,767,0.195833333,0.090833333,0.060833333,0.493151,0,75-100k,3,0.163888889,Central London
349,walk,HBO,free,1,11.5,69,1,1,1861,0.559444444,0.163888889,0.132777778,0.106695,0,10-15k,1,0.459444444,East London
350,walk,HBE,child,1,15.0,15,1,0,1980,0.527222222,0.156666667,0.168333333,0.178218,2,50-75k,4,0.459722222,South London
351,drive,HBO,full,7,10.75,58,0,1,2037,0.466666667,0.129722222,0.136944444,0.206897,1,25-35k,2,0.285555556,West London
352,cycle,HBO,dis,2,15.33333333,53,1,1,1428,0.338611111,0.094166667,0.123333333,0.286036,1,50-75k,3,0.314722222,West London
353,drive,NHBO,full,7,14.5,44,1,1,5869,1.2825,0.479444444,0.34,0.377451,2,25-35k,3,0.284444444,West London
354,walk,HBO,free,4,11.5,68,1,1,2373,0.591944444,0.182222222,0.139444444,0.183267,1,5-10k,2,0.311388889,West London
355,drive,HBO,free,3,16.0,67,1,1,6846,1.599444444,0.535833333,0.326111111,0.194208,1,20-25k,2,0.886111111,South London
356,drive,NHBO,free,7,16.5,66,1,1,3084,0.79,0.286666667,0.239166667,0.511034,2,>100k,2,0.395833333,Central London
357,pt,HBO,full,6,18.0,28,1,0,2277,0.586111111,0.174166667,0.173611111,0.3856,0,5-10k,2,0.288611111,South London
358,walk,HBE,full,4,9.25,41,1,1,607,0.165555556,0.058055556,0.0575,0.323671,1,>100k,5,0.156388889,West London
359,pt,NHBO,full,7,15.0,27,1,1,4518,1.074166667,0.385833333,0.281388889,0.707799,0,25-35k,2,0.338888889,Central London
360,pt,HBW,full,4,18.75,27,1,0,10562,2.394166667,0.806666667,0.710277778,0.419241,0,25-35k,2,0.869722222,North London
361,drive,HBW,free,2,9.166666667,66,1,0,1827,0.518333333,0.186944444,0.1475,0.693032,0,20-25k,4,0.357222222,Central London
362,drive,NHBO,full,2,19.0,29,1,1,3471,0.930555556,0.252222222,0.282777778,0.459725,2,35-50k,2,0.590277778,East London
363,pt,HBO,free,5,11.0,71,1,0,4091,1.026388889,0.375,0.234722222,0.132544,0,10-15k,2,0.488333333,West London
364,drive,HBW,full,2,7.583333333,46,0,1,4426,1.101944444,0.371666667,0.3125,0.468444,2,>100k,5,0.623888889,South London
365,pt,HBW,free,6,19.0,63,1,0,1540,0.450555556,0.148888889,0.118333333,0.448357,0,>100k,2,0.179722222,West London
366,pt,HBW,full,5,7.666666667,28,1,1,14645,3.295833333,1.144722222,0.995,0.644612,1,35-50k,4,0.969166667,South London
367,pt,HBO,full,6,17.5,31,1,1,2918,0.713333333,0.268055556,0.213055556,0.615385,0,>100k,2,0.376111111,Central London
368,walk,NHBO,full,5,20.5,31,1,1,624,0.178333333,0.053611111,0.054166667,0.841026,0,35-50k,2,0.118055556,Central London
369,cycle,HBW,full,2,8.5,30,0,1,3640,0.919166667,0.323055556,0.406666667,0.844262,1,50-75k,2,0.259444444,Central London
370,walk,HBE,full,4,8.25,41,1,1,875,0.2525,0.105833333,0.075277778,0.494465,1,>100k,4,0.221944444,Central London
371,pt,HBE,child,3,7.5,13,1,0,1355,0.349166667,0.110833333,0.094722222,0.178886,0,50-75k,5,0.236666667,West London
372,drive,HBO,full,6,10.0,27,1,1,5423,1.305277778,0.378333333,0.245,0.375283,2,35-50k,2,0.846944444,East London
373,pt,HBW,full,5,18.5,32,1,1,3178,0.824444444,0.276111111,0.251388889,0.660773,1,>100k,1,0.518888889,Central London
374,pt,HBO,full,5,14.0,53,1,1,1547,0.422777778,0.133333333,0.1275,0.261438,2,50-75k,2,0.282777778,West London
375,drive,HBO,full,2,22.25,43,1,1,3479,1.011944444,0.274166667,0.2225,0.0749064,2,35-50k,3,0.715833333,West London
376,pt,HBO,full,7,22.25,28,0,0,1110,0.278055556,0.088888889,0.096666667,0.235632,0,50-75k,2,0.187222222,Central London
377,drive,B,full,4,0.5,27,1,0,1566,0.48,0.1725,0.095833333,0.127536,1,>100k,4,0.324722222,Central London
378,pt,HBW,full,1,17.0,33,1,1,1544,0.418333333,0.108611111,0.115277778,0.0313253,1,50-75k,4,0.371666667,North London
379,pt,NHBO,full,5,17.0,22,1,1,1613,0.436388889,0.176111111,0.174722222,0.777424,0,10-15k,1,0.341111111,Central London
380,drive,HBW,full,4,17.0,53,1,1,1863,0.524444444,0.204166667,0.094722222,0.102639,2,50-75k,2,0.162222222,South London
381,drive,HBO,free,6,22.0,73,0,1,7545,1.714722222,0.483611111,0.354444444,0.194357,1,15-20k,2,0.521944444,West London
382,cycle,HBW,full,1,9.0,25,0,0,3074,0.714722222,0.254444444,0.203611111,0.42292,1,25-35k,3,0.311111111,North London
383,drive,NHBO,free,1,12.5,72,0,1,7232,1.689166667,0.571388889,0.388055556,0.413744,2,25-35k,2,0.619444444,North London
384,drive,HBO,free,6,14.0,64,1,0,805,0.243333333,0.063611111,0.046111111,0.0843373,1,35-50k,5,0.174166667,North London
