,age,female,hh_borough
1140,15,0,Croydon
1141,8,0,Harrow
1142,28,0,Hounslow
1143,89,1,Croydon
1144,73,1,Southwark
1145,18,0,Reigate and Banstead
1146,46,0,Waltham Forest
1147,53,1,Lewisham
1148,22,0,Newham
1149,44,1,Ealing
1150,1,0,Hounslow
1151,47,0,Bromley
1152,60,0,Lambeth
1153,62,1,Harrow
1154,50,0,Barking and Dagenham
1155,26,1,Sutton
1156,6,0,Haringey
1157,18,1,Camden
1158,60,1,Greenwich
1159,11,1,Croydon
1160,15,1,Lambeth
1161,21,0,Southwark
1162,56,0,Westminster
1163,25,1,Harrow
1164,33,0,Redbridge
1165,64,1,Ealing
1166,38,1,Tower Hamlets
1167,11,1,Redbridge
1168,22,0,Haringey
1169,58,0,Enfield
1170,75,0,Haringey
1171,12,0,Watford
1172,77,1,Redbridge
1173,25,0,Barnet
1174,59,1,Newham
1175,66,0,Westminster
1176,31,1,Enfield
1177,95,1,Bromley
1178,1,0,Ealing
1179,10,1,Southwark
1180,29,0,Harrow
1181,28,1,Lambeth
1182,63,1,Merton
1183,29,0,Tower Hamlets
1184,1,0,Mole Valley
1185,26,0,Watford
1186,31,0,Islington
1187,35,1,Westminster
1188,2,0,Tower Hamlets
1189,8,0,Ealing
1190,11,1,Greenwich
1191,71,0,Harrow
1192,32,0,Croydon
1193,42,0,Barnet
1194,52,1,Camden
1195,39,1,Spelthorne
1196,32,0,Southwark
1197,49,0,South Bucks
1198,82,1,Havering
1199,35,1,Redbridge
1200,22,0,Southwark
1201,0,0,Hertsmere
1202,56,1,Ealing
1203,1,1,Reigate and Banstead
1204,19,0,Dartford
1205,39,1,Mole Valley
1206,14,1,Greenwich
1207,48,0,Harrow
1208,3,0,Haringey
1209,6,0,Hackney
1210,52,1,Hillingdon
1211,55,1,Reigate and Banstead
1212,83,1,Waltham Forest
1213,25,0,Hammersmith & Fulham
1214,28,1,Epsom and Ewell
1215,38,0,Hillingdon
1216,9,1,Greenwich
1217,12,1,Tower Hamlets
1218,27,0,Westminster
1219,20,1,Barnet
1220,34,1,Watford
1221,33,1,Haringey
1222,31,0,Richmond upon Thames
1223,57,0,Harrow
1224,33,0,Waltham Forest
1225,38,1,Enfield
1226,47,1,Greenwich
1227,29,0,Bromley
1228,47,1,Kingston upon Thames
1229,27,1,Bromley
1230,43,0,Barking and Dagenham
1231,20,1,Southwark
1232,17,0,Croydon
1233,10,0,Hertsmere
1234,51,0,Islington
1235,0,0,Richmond upon Thames
1236,0,1,Hillingdon
1237,27,0,Tower Hamlets
1238,34,1,Barking and Dagenham
1239,26,1,Camden
1240,39,0,Enfield
1241,77,0,Enfield
1242,25,0,Southwark
1243,89,1,Runnymede
1244,37,0,Haringey
1245,31,1,South Bucks
1246,58,1,Tower Hamlets
1247,3,0,Camden
1248,60,1,Ealing
1249,61,1,Barnet
1250,26,1,Greenwich
1251,17,0,Westminster
1252,32,1,Hammersmith & Fulham
1253,12,1,Sevenoaks
1254,17,1,Havering
1255,34,0,Merton
1256,14,0,Greenwich
1257,49,0,Southwark
1258,0,0,Croydon
1259,10,0,Hackney
1260,32,0,Hackney
1261,65,1,Kensington and Chelsea
1262,9,1,Wandsworth
1263,31,1,Southwark
1264,27,0,Kensington and Chelsea
1265,58,0,Enfield
1266,34,0,Hackney
1267,3,0,Hillingdon
1268,5,1,Haringey
1269,44,0,Lewisham
1270,73,0,Enfield
1271,44,0,Southwark
1272,47,1,Kensington and Chelsea
1273,66,1,Wandsworth
1274,61,0,Elmbridge
1275,53,0,Croydon
1276,43,0,Barnet
1277,28,1,Lewisham
1278,26,1,Lewisham
1279,40,1,Redbridge
1280,46,0,Sutton
1281,33,0,Ealing
1282,67,1,Wandsworth
1283,11,0,Barnet
1284,36,0,Lewisham
1285,10,0,Croydon
1286,17,1,Lambeth
1287,0,1,Hounslow
1288,46,1,Three Rivers
1289,26,0,Barnet
1290,63,1,Elmbridge
1291,4,0,Greenwich
1292,3,0,Epping Forest
1293,37,0,Greenwich
1294,4,0,Southwark
1295,59,1,Ealing
1296,35,1,Lewisham
1297,63,0,Havering
1298,2,1,Waltham Forest
1299,4,1,Lewisham
1300,27,0,Hammersmith & Fulham
1301,58,1,Bromley
1302,44,0,Camden
1303,13,1,Merton
1304,36,1,Hammersmith & Fulham
1305,4,0,Tandridge
1306,25,1,Hounslow
1307,78,1,Croydon
1308,58,1,Epping Forest
1309,25,1,Redbridge
1310,42,0,Brent
1311,2,0,Merton
1312,3,0,Sevenoaks
1313,28,0,Hammersmith & Fulham
1314,32,0,Hounslow
1315,40,0,Southwark
1316,33,1,Newham
1317,51,1,Harrow
1318,52,1,Elmbridge
1319,0,0,Lambeth
1320,65,0,Ealing
1321,22,0,Bexley
1322,47,0,Ealing
1323,34,1,Woking
1324,64,0,Croydon
1325,40,0,Tandridge
1326,47,1,Greenwich
1327,51,0,Camden
1328,7,0,Bromley
1329,11,0,Harrow
1330,12,1,Croydon
1331,41,1,Enfield
1332,32,0,Sevenoaks
1333,27,1,Islington
1334,41,1,Watford
1335,16,1,Ealing
1336,24,1,Watford
1337,51,1,Bromley
1338,45,1,Hounslow
1339,55,1,Reigate and Banstead
1340,2,1,Bromley
1341,10,1,Harrow
1342,50,1,Tandridge
1343,41,1,Haringey
1344,47,1,Epping Forest
1345,16,0,Thurrock
1346,45,0,Greenwich
1347,81,1,Brent
1348,45,1,Hillingdon
1349,43,1,Ealing
1350,19,0,Croydon
1351,10,1,Bromley
1352,22,0,Havering
1353,54,0,Enfield
1354,46,1,Sutton
1355,9,0,Hertsmere
1356,28,0,Harrow
1357,1,1,Wandsworth
1358,38,0,Croydon
1359,17,0,Sevenoaks
1360,47,1,Ealing
1361,26,0,Kingston upon Thames
1362,39,0,Havering
1363,40,0,Bromley
1364,71,1,Barnet
1365,1,1,Lewisham
1366,9,0,Brent
1367,40,1,Hackney
1368,47,0,Kensington and Chelsea
1369,3,1,Barnet
1370,36,0,Croydon
1371,49,0,Thurrock
1372,32,0,Sevenoaks
1373,25,1,Islington
1374,50,0,Redbridge
1375,38,1,Watford
1376,24,1,Havering
1377,9,0,Croydon
1378,62,0,Greenwich
1379,49,0,Ealing
1380,49,1,Barnet
1381,47,0,Newham
1382,2,0,Bromley
1383,84,0,Barnet
1384,25,0,Barnet
1385,35,1,Tower Hamlets
1386,4,0,Lewisham
1387,38,1,Sutton
1388,42,0,Newham
1389,44,0,Havering
1390,35,1,Westminster
1391,53,0,Enfield
1392,63,1,Barnet
1393,5,1,Elmbridge
1394,44,0,Barking and Dagenham
1395,35,1,Enfield
1396,0,0,Croydon
1397,21,1,Dartford
1398,49,1,Greenwich
1399,76,1,Newham
1400,36,0,Hammersmith & Fulham
1401,11,1,South Bucks
1402,34,1,Brent
1403,26,0,Barnet
1404,24,0,Ealing
1405,17,1,Redbridge
1406,28,0,Reigate and Banstead
1407,1,0,Wandsworth
1408,30,1,Ealing
1409,8,0,Ealing
1410,0,1,Hackney
1411,18,0,Hounslow
1412,74,1,Bromley
1413,50,0,Spelthorne
1414,29,0,Westminster
1415,17,0,Tower Hamlets
1416,48,1,Waltham Forest
1417,9,0,Camden
1418,11,0,Bromley
1419,0,0,Redbridge
1420,25,1,Havering
1421,34,0,Southwark
1422,35,0,Waltham Forest
1423,16,0,Bexley
1424,68,1,Croydon
1425,36,0,Barnet
1426,44,0,Enfield
1427,44,0,Epping Forest
1428,55,0,Camden
1429,4,0,Barking and Dagenham
1430,18,1,Greenwich
1431,51,0,Havering
1432,50,0,Ealing
1433,42,1,Waltham Forest
1434,53,1,Bexley
1435,26,1,Camden
1436,26,1,Wandsworth
1437,17,0,Reigate and Banstead
1438,72,0,Sutton
1439,37,0,Southwark
1440,14,0,Haringey
1441,25,0,Enfield
1442,68,1,Kensington and Chelsea
1443,49,0,Southwark
1444,69,0,Lambeth
1445,41,0,Enfield
1446,47,0,Islington
1447,27,0,Greenwich
1448,22,0,Southwark
1449,3,1,Hounslow
1450,31,0,Hounslow
1451,39,0,Richmond upon Thames
1452,42,1,Runnymede
1453,23,1,Tower Hamlets
1454,34,1,Redbridge
1455,62,1,Croydon
1456,45,1,Watford
1457,30,1,Runnymede
1458,9,1,Wandsworth
1459,53,1,Watford
1460,17,0,Three Rivers
1461,40,1,Westminster
1462,38,1,Kingston upon Thames
1463,47,0,Southwark
1464,46,0,Barking and Dagenham
1465,1,1,Havering
1466,32,0,Havering
1467,27,1,Havering
1468,31,0,Harrow
1469,11,0,Southwark
1470,47,0,Tower Hamlets
1471,52,1,Brent
1472,11,0,Thurrock
1473,59,1,Sevenoaks
1474,69,1,Newham
1475,24,0,Wandsworth
1476,43,1,Epsom and Ewell
1477,76,1,Hounslow
1478,45,1,Hillingdon
1479,12,0,Sutton
1480,18,1,Hackney
1481,48,0,Southwark
1482,5,1,Southwark
1483,0,0,Bexley
1484,18,0,Sutton
1485,0,0,Waltham Forest
1486,29,1,Enfield
1487,64,0,Sutton
1488,87,1,Dartford
1489,25,1,Harrow
1490,11,1,Kensington and Chelsea
1491,56,1,Richmond upon Thames
1492,52,1,Westminster
1493,19,0,Tower Hamlets
1494,46,1,Hackney
1495,1,0,Lambeth
1496,48,0,South Bucks
1497,32,1,Lambeth
1498,12,0,Thurrock
1499,3,0,Brent
1500,60,0,Woking
1501,25,0,Southwark
1502,24,0,Haringey
1503,61,0,Thurrock
1504,9,0,Richmond upon Thames
1505,55,0,Harrow
1506,79,0,Havering
1507,49,1,Epping Forest
1508,5,0,Haringey
1509,17,0,Three Rivers
1510,52,0,Barnet
1511,86,0,Haringey
1512,11,0,Waltham Forest
1513,63,1,Thurrock
1514,39,1,Lewisham
1515,38,1,Bromley
1516,35,0,Croydon
1517,60,1,Southwark
1518,42,1,Bromley
1519,37,1,Harrow
1520,36,1,Croydon
1521,0,0,Hounslow
1522,46,0,Ealing
1523,28,1,Richmond upon Thames
1524,40,1,Newham
1525,32,1,Three Rivers
1526,33,0,Tower Hamlets
1527,17,0,Redbridge
1528,35,0,Croydon
1529,31,0,Thurrock
1530,28,0,Watford
1531,53,0,Reigate and Banstead
1532,8,0,Hammersmith & Fulham
1533,36,1,Southwark
1534,55,1,Havering
1535,31,0,Mole Valley
1536,22,0,Hillingdon
1537,2,1,Tower Hamlets
1538,63,0,Southwark
1539,14,1,Southwark
1540,7,0,Redbridge
1541,11,0,Hillingdon
1542,57,0,Hounslow
1543,39,0,Epping Forest
1544,16,1,Camden
1545,65,1,Bexley
1546,1,1,Waltham Forest
1547,13,1,Croydon
1548,43,1,Haringey
1549,43,0,Reigate and Banstead
1550,80,0,Bromley
1551,49,0,Hammersmith & Fulham
1552,42,0,Barnet
1553,46,1,Sevenoaks
1554,51,0,Bexley
1555,16,1,Epsom and Ewell
1556,23,1,Harrow
1557,42,1,Tandridge
1558,47,0,Bromley
1559,93,1,Elmbridge
1560,39,1,Hillingdon
1561,65,0,Waltham Forest
1562,52,1,Wandsworth
1563,73,0,Brent
1564,3,0,Hackney
1565,29,1,Sutton
1566,7,0,Southwark
1567,48,0,Lewisham
1568,33,1,Bexley
1569,42,1,Greenwich
1570,27,0,Tower Hamlets
1571,31,1,Barnet
1572,24,0,Richmond upon Thames
1573,76,0,Spelthorne
1574,57,0,Islington
1575,28,1,Kingston upon Thames
1576,38,1,Wandsworth
1577,64,0,Westminster
1578,38,0,Lambeth
1579,61,1,Ealing
1580,47,0,Merton
1581,39,1,Elmbridge
1582,91,0,Waltham Forest
1583,30,1,Woking
1584,53,1,Sevenoaks
1585,8,1,Tandridge
1586,27,0,Ealing
1587,75,1,Brent
1588,49,0,Havering
1589,28,1,Wandsworth
1590,56,0,Bromley
1591,48,1,Wandsworth
1592,62,1,Woking
1593,20,1,Epping Forest
1594,39,0,Wandsworth
1595,73,1,Richmond upon Thames
1596,47,1,Thurrock
1597,30,1,Waltham Forest
1598,8,0,Waltham Forest
1599,34,0,Richmond upon Thames
1600,50,0,Three Rivers
1601,66,0,Hillingdon
1602,65,0,Hertsmere
1603,7,1,Lambeth
1604,50,1,South Bucks
1605,35,1,Lambeth
1606,5,1,Croydon
1607,34,0,Brent
1608,0,0,Hackney
1609,6,0,Harrow
1610,31,1,Kingston upon Thames
1611,45,0,Brent
1612,66,1,Camden
1613,0,0,Harrow
1614,22,0,Merton
1615,20,0,Spelthorne
1616,29,0,Brent
1617,36,1,Ealing
1618,16,1,Waltham Forest
1619,27,0,Hackney
1620,21,0,Bexley
1621,72,1,Haringey
1622,31,1,Hertsmere
1623,82,0,Redbridge
1624,5,0,Hounslow
1625,32,1,Southwark
1626,0,1,South Bucks
1627,52,0,Camden
1628,70,0,Bexley
1629,32,1,Newham
1630,16,1,Woking
1631,27,1,South Bucks
1632,9,0,Wandsworth
1633,38,1,Barnet
1634,71,0,Hackney
1635,12,1,Barnet
1636,40,1,Hounslow
1637,49,0,Kingston upon Thames
1638,12,0,Thurrock
1639,45,1,Southwark
1640,26,0,Barnet
1641,26,0,Islington
1642,21,0,Epping Forest
1643,24,1,Wandsworth
1644,61,1,Newham
1645,27,0,Barnet
1646,18,1,Lambeth
1647,51,0,Runnymede
1648,14,1,Lambeth
1649,42,0,Hounslow
1650,33,0,Camden
1651,14,1,Greenwich
1652,25,0,Croydon
1653,24,0,Havering
1654,15,1,Sutton
1655,55,0,Islington
1656,50,1,Lewisham
1657,17,0,Newham
1658,81,0,Islington
1659,33,0,Bromley
1660,41,0,Haringey
1661,61,0,Richmond upon Thames
1662,41,1,Hammersmith & Fulham
1663,21,1,Kingston upon Thames
1664,62,1,Croydon
1665,70,1,Islington
1666,38,0,Kingston upon Thames
1667,27,1,Enfield
1668,26,1,Westminster
1669,9,0,Brent
1670,46,0,Harrow
1671,44,0,Lambeth
1672,29,1,Hertsmere
1673,56,0,Hillingdon
1674,29,0,Harrow
1675,55,1,Southwark
1676,17,0,Sutton
1677,60,0,Sutton
1678,23,1,Lambeth
1679,7,1,Sutton
1680,79,1,Bexley
1681,2,1,Merton
1682,96,0,Bexley
1683,77,1,Runnymede
1684,81,1,Bromley
1685,28,0,Tower Hamlets
1686,12,1,Hackney
1687,92,0,Kensington and Chelsea
1688,14,1,Newham
1689,31,1,Westminster
1690,5,1,Bromley
1691,18,1,Bromley
1692,68,1,Westminster
1693,8,0,Bromley
1694,48,0,Reigate and Banstead
1695,4,0,Sevenoaks
1696,65,0,Hillingdon
1697,40,1,Watford
1698,1,0,Islington
1699,32,1,Lewisham
1700,25,0,Westminster
1701,33,1,Lambeth
1702,63,0,Merton
1703,11,1,Southwark
1704,51,0,Brent
1705,26,0,Waltham Forest
1706,36,1,Wandsworth
1707,70,0,Dartford
1708,62,1,Haringey
1709,55,0,Islington
1710,77,1,Three Rivers
1711,33,0,Lambeth
1712,18,1,Bromley
1713,54,0,Bromley
1714,60,1,Enfield
1715,21,1,Hillingdon
1716,21,0,Lewisham
1717,68,0,Sevenoaks
1718,51,1,Mole Valley
1719,63,0,Lambeth
1720,14,0,Barking and Dagenham
1721,57,0,Watford
1722,57,1,Ealing
1723,31,0,Ealing
1724,26,1,Southwark
1725,22,0,Haringey
1726,9,0,Harrow
1727,75,0,Watford
1728,41,0,Barking and Dagenham
1729,20,1,Barking and Dagenham
1730,48,1,Barnet
1731,63,0,Westminster
1732,68,1,Sutton
1733,49,0,Newham
1734,11,0,Lambeth
1735,1,0,Redbridge
1736,60,0,Camden
1737,34,1,Harrow
1738,23,0,Sutton
1739,80,1,Kingston upon Thames
1740,26,0,Hounslow
1741,76,0,Tower Hamlets
1742,11,0,Greenwich
1743,38,1,Tower Hamlets
1744,18,1,Tower Hamlets
1745,33,0,Merton
1746,54,0,Hammersmith & Fulham
1747,26,1,Hammersmith & Fulham
1748,41,1,Camden
1749,34,0,Lewisham
1750,36,0,Wandsworth
1751,37,1,Wandsworth
1752,36,0,Camden
1753,60,1,Haringey
1754,55,0,Lewisham
1755,60,0,Hounslow
1756,48,0,Waltham Forest
1757,23,1,Bexley
1758,35,0,Croydon
1759,9,0,Ealing
1760,73,0,Runnymede
1761,23,1,Newham
1762,9,1,Greenwich
1763,53,0,Hillingdon
1764,13,1,Barking and Dagenham
1765,2,1,Southwark
1766,32,0,Tower Hamlets
1767,35,0,Lambeth
1768,49,0,Waltham Forest
1769,54,0,Bromley
1770,1,1,Ealing
1771,28,1,Barnet
1772,2,1,Elmbridge
1773,26,0,Islington
1774,39,0,Enfield
1775,20,0,Camden
1776,60,0,Redbridge
1777,1,0,Hammersmith & Fulham
1778,90,0,Merton
1779,42,0,Barnet
1780,2,0,Haringey
1781,10,0,Lewisham
1782,54,1,Enfield
1783,29,0,Tower Hamlets
1784,37,1,Sutton
1785,53,1,Elmbridge
1786,3,1,Harrow
1787,40,1,Dartford
1788,28,1,Hammersmith & Fulham
1789,18,0,Mole Valley
1790,32,0,Barnet
1791,11,0,Elmbridge
1792,27,0,Runnymede
1793,16,1,Merton
1794,38,1,Lewisham
1795,32,0,Southwark
1796,82,1,Lambeth
1797,0,0,Woking
1798,3,0,Lambeth
1799,10,0,Haringey
1800,15,0,Mole Valley
1801,83,1,Mole Valley
1802,38,0,Sutton
1803,44,0,Wandsworth
1804,37,1,Hammersmith & Fulham
1805,42,1,Barnet
1806,37,1,Greenwich
1807,30,0,Lambeth
1808,79,1,Hillingdon
1809,4,0,Croydon
1810,33,0,Bexley
1811,32,0,Sutton
1812,32,1,Haringey
1813,39,0,Dartford
1814,23,0,Lewisham
1815,31,0,Ealing
1816,37,1,Islington
1817,0,0,Lewisham
1818,60,1,Westminster
1819,32,0,Redbridge
1820,54,1,Reigate and Banstead
1821,0,0,Brent
1822,24,1,Sutton
1823,11,1,Croydon
1824,16,1,Barnet
1825,54,1,Bromley
1826,29,0,Newham
1827,10,0,Sevenoaks
1828,44,0,Haringey
1829,42,1,Lewisham
1830,61,0,Haringey
1831,49,1,Woking
1832,50,0,Sevenoaks
1833,70,1,Havering
1834,20,0,Wandsworth
1835,17,1,Islington
1836,7,0,Redbridge
1837,52,0,Westminster
1838,33,0,Merton
1839,53,1,Redbridge
1840,3,0,Ealing
1841,30,0,Newham
1842,35,0,Ealing
1843,16,0,Westminster
1844,48,0,Redbridge
1845,31,0,Wandsworth
1846,42,1,Wandsworth
1847,35,0,Elmbridge
1848,40,1,Westminster
1849,32,0,Haringey
1850,25,0,Haringey
1851,41,0,Lewisham
1852,9,1,Dartford
1853,59,1,Redbridge
1854,7,0,Islington
1855,73,1,Watford
1856,31,1,Wandsworth
1857,4,0,Thurrock
1858,60,1,Greenwich
1859,33,1,Islington
1860,24,0,Southwark
1861,1,1,Lambeth
1862,14,1,Hackney
1863,2,0,Sevenoaks
1864,50,1,Newham
1865,50,1,Hounslow
1866,67,0,Brent
1867,62,1,Kingston upon Thames
1868,28,0,Tower Hamlets
1869,13,0,Enfield
1870,1,0,Croydon
1871,35,0,Haringey
1872,32,0,Hounslow
1873,23,1,Hounslow
1874,12,1,Hounslow
1875,69,1,Islington
1876,28,0,Hackney
1877,16,1,Brent
1878,32,1,Tower Hamlets
1879,43,0,Hounslow
1880,82,1,Lambeth
1881,49,1,Croydon
1882,11,1,Hounslow
1883,3,0,Thurrock
1884,14,1,Bexley
1885,8,1,Epping Forest
1886,41,1,Southwark
1887,46,1,Croydon
1888,30,0,Islington
1889,52,0,Lambeth
1890,74,0,Barnet
1891,56,0,Tandridge
1892,38,1,Reigate and Banstead
1893,5,0,Harrow
1894,28,1,Hertsmere
1895,23,0,Southwark
1896,29,1,Hillingdon
1897,50,1,Harrow
1898,14,0,Bromley
1899,25,1,Thurrock
1900,23,1,Barnet
1901,4,1,Kensington and Chelsea
1902,29,1,Tower Hamlets
1903,34,0,Richmond upon Thames
1904,28,1,Lewisham
1905,18,1,Barnet
1906,61,1,Bexley
1907,9,0,Croydon
1908,65,0,Sutton
1909,78,1,Wandsworth
1910,52,0,Reigate and Banstead
1911,29,1,City of London
1912,32,1,Southwark
1913,52,0,Lambeth
1914,25,1,Camden
1915,60,0,Enfield
1916,38,1,Bromley
1917,4,1,Enfield
1918,33,0,Enfield
1919,33,1,Barnet
1920,36,1,Camden
1921,17,1,Croydon
1922,0,1,Brent
1923,49,0,Westminster
1924,13,1,Haringey
1925,70,1,Thurrock
1926,42,0,Lewisham
1927,46,0,Newham
1928,33,1,Enfield
1929,3,0,Reigate and Banstead
1930,47,1,Barnet
1931,48,1,Bexley
1932,56,0,Bexley
1933,27,0,Tower Hamlets
1934,77,1,Croydon
1935,67,1,Lewisham
1936,29,1,Wandsworth
1937,34,1,Westminster
1938,17,1,Watford
1939,1,0,Thurrock
1940,25,0,Tower Hamlets
1941,52,1,Croydon
1942,18,0,Greenwich
1943,76,1,Thurrock
1944,23,0,Epping Forest
1945,68,1,Wandsworth
1946,37,1,Waltham Forest
1947,36,1,South Bucks
1948,43,0,Enfield
1949,58,1,Barking and Dagenham
1950,32,0,Bexley
1951,37,1,Tower Hamlets
1952,4,1,Mole Valley
1953,70,0,Croydon
1954,67,0,Hackney
1955,52,1,Sutton
1956,57,0,Hillingdon
1957,2,1,Camden
1958,46,1,Hammersmith & Fulham
1959,6,1,Islington
1960,34,1,Southwark
1961,40,1,Enfield
1962,1,1,Enfield
1963,47,1,Mole Valley
1964,2,0,Spelthorne
1965,48,0,Bexley
1966,22,1,Waltham Forest
1967,22,1,Tandridge
1968,28,1,Havering
1969,4,0,Kensington and Chelsea
1970,71,0,Islington
1971,8,0,Southwark
1972,54,1,Sutton
1973,24,1,Newham
1974,62,1,Lewisham
1975,75,1,Havering
1976,78,1,Elmbridge
1977,77,1,Barnet
1978,26,1,Hackney
1979,36,1,Hammersmith & Fulham
1980,48,1,Greenwich
1981,63,1,Tandridge
1982,60,1,Runnymede
1983,74,0,Islington
1984,2,0,Harrow
1985,53,1,Lewisham
1986,89,1,Thurrock
1987,30,1,Bexley
1988,0,0,Islington
1989,18,1,Thurrock
1990,25,1,Camden
1991,22,1,Hammersmith & Fulham
1992,36,0,Kingston upon Thames
1993,43,1,Wandsworth
1994,6,1,Greenwich
1995,27,1,Tower Hamlets
1996,45,1,Epsom and Ewell
1997,65,1,Kensington and Chelsea
1998,79,1,Watford
1999,50,1,Enfield
2000,33,1,Hackney
2001,40,1,Wandsworth
2002,19,0,Richmond upon Thames
2003,10,1,Lambeth
2004,29,0,Bromley
2005,17,0,Hillingdon
2006,38,1,Redbridge
2007,57,1,Watford
2008,37,0,Harrow
2009,4,0,Greenwich
2010,27,1,Lambeth
2011,0,0,Southwark
2012,25,0,Spelthorne
2013,75,1,Harrow
2014,42,0,Elmbridge
2015,23,1,Merton
2016,48,0,Islington
2017,1,1,Newham
2018,23,1,Barnet
2019,25,1,Hounslow
2020,38,1,Harrow
2021,70,0,Enfield
2022,82,0,Merton
2023,31,0,Ealing
2024,57,0,Southwark
2025,67,1,Croydon
2026,28,0,Watford
2027,29,1,Hounslow
2028,39,1,Westminster
2029,15,1,Lambeth
2030,45,0,Haringey
2031,9,1,Islington
2032,8,0,Dartford
2033,4,1,Brent
2034,49,0,Greenwich
2035,6,1,Redbridge
2036,45,1,Kensington and Chelsea
2037,42,1,Southwark
2038,10,0,Southwark
2039,29,1,Wandsworth
2040,28,0,Woking
2041,28,1,Kensington and Chelsea
2042,62,1,Merton
2043,43,1,Barking and Dagenham
2044,64,0,Barking and Dagenham
2045,4,0,Southwark
2046,53,1,Bromley
2047,40,0,Kensington and Chelsea
2048,59,0,Hammersmith & Fulham
2049,41,0,Barking and Dagenham
2050,49,1,Havering
2051,36,1,Epping Forest
2052,80,0,Enfield
2053,65,0,Havering
2054,45,0,Hackney
2055,3,0,Redbridge
2056,64,1,Richmond upon Thames
2057,4,1,Hammersmith & Fulham
2058,28,1,Lewisham
2059,72,1,Hillingdon
2060,4,0,Tandridge
2061,78,0,Waltham Forest
2062,24,0,Barnet
2063,80,0,Bexley
2064,48,1,Tower Hamlets
2065,25,1,Westminster
2066,39,0,Elmbridge
2067,21,0,Waltham Forest
2068,42,0,Lambeth
2069,11,1,Hillingdon
2070,21,0,South Bucks
2071,38,1,Kingston upon Thames
2072,12,0,South Bucks
2073,35,0,Southwark
2074,41,0,Havering
2075,33,0,Haringey
2076,19,1,Richmond upon Thames
2077,85,1,Lewisham
2078,60,0,Thurrock
2079,64,0,Watford
2080,2,0,Croydon
2081,12,0,Spelthorne
2082,52,0,Spelthorne
2083,22,0,Westminster
2084,34,1,Wandsworth
2085,23,0,Kingston upon Thames
2086,31,0,Westminster
2087,56,1,Runnymede
2088,26,0,Brent
2089,49,1,Three Rivers
2090,43,1,Waltham Forest
2091,42,1,Ealing
2092,49,0,Bromley
2093,80,1,Havering
2094,26,0,Islington
2095,29,1,Hounslow
2096,66,0,Merton
2097,43,0,Brent
2098,28,1,Croydon
2099,22,1,Haringey
2100,2,1,Haringey
2101,26,0,Watford
2102,41,1,Ealing
2103,5,0,Redbridge
2104,29,0,Greenwich
2105,26,1,Westminster
2106,71,0,Brent
2107,40,1,Hammersmith & Fulham
2108,21,1,Newham
2109,79,1,Barnet
2110,85,1,Camden
2111,36,0,Greenwich
2112,6,1,Ealing
2113,13,0,Tandridge
2114,33,0,Kingston upon Thames
2115,11,1,Enfield
2116,28,1,Brent
2117,22,1,Kensington and Chelsea
2118,11,1,Hounslow
2119,31,1,Waltham Forest
2120,39,0,Wandsworth
2121,2,0,Croydon
2122,58,1,Lambeth
2123,35,1,Lambeth
2124,39,1,Tower Hamlets
2125,46,0,Thurrock
2126,34,1,Three Rivers
2127,17,0,Sutton
2128,21,0,Barking and Dagenham
2129,86,1,Bexley
2130,52,1,Sutton
2131,74,0,Camden
2132,46,1,Lambeth
2133,40,0,Wandsworth
2134,12,1,Sutton
2135,34,1,Ealing
2136,27,0,Newham
2137,27,0,Hammersmith & Fulham
2138,38,1,Waltham Forest
2139,59,1,Enfield
2140,24,1,Dartford
2141,22,0,Bexley
2142,78,0,Lambeth
2143,2,1,Enfield
2144,58,1,Merton
2145,46,0,Woking
2146,69,0,Hillingdon
2147,34,0,Ealing
2148,25,0,Islington
2149,65,0,Haringey
2150,40,1,Haringey
2151,52,0,Harrow
2152,48,0,Tower Hamlets
2153,32,0,Ealing
2154,31,1,Hackney
2155,72,0,Kingston upon Thames
2156,43,0,Wandsworth
2157,35,0,Wandsworth
2158,84,1,Harrow
2159,40,0,Havering
2160,84,1,Islington
2161,64,1,Sutton
2162,68,1,Redbridge
2163,45,0,Sevenoaks
2164,30,0,Hillingdon
2165,25,1,Hammersmith & Fulham
2166,79,1,Enfield
2167,27,0,Newham
2168,85,1,Bromley
2169,0,0,Elmbridge
2170,35,0,Westminster
2171,63,0,Hackney
2172,43,0,Havering
2173,50,1,Sevenoaks
2174,53,1,Brent
2175,36,1,Hackney
2176,55,0,Ealing
2177,3,0,Hillingdon
2178,42,0,Camden
2179,49,0,Ealing
2180,62,0,Woking
2181,59,1,Ealing
2182,52,1,Hackney
2183,14,0,Hammersmith & Fulham
2184,25,0,Hillingdon
2185,17,0,Redbridge
2186,7,0,Spelthorne
2187,37,1,Haringey
2188,49,1,Havering
2189,90,0,Kensington and Chelsea
2190,55,1,Redbridge
2191,33,1,Thurrock
2192,34,0,Southwark
2193,74,0,Tower Hamlets
2194,57,1,Reigate and Banstead
2195,75,1,Bexley
2196,13,0,Elmbridge
2197,21,1,Barnet
2198,28,1,Waltham Forest
2199,8,1,Harrow
2200,24,0,Ealing
2201,7,1,Barking and Dagenham
2202,30,1,Lambeth
2203,18,1,Hackney
2204,8,0,Bromley
2205,51,0,Islington
2206,74,0,Lambeth
2207,57,0,Barking and Dagenham
2208,24,0,Enfield
2209,38,0,Islington
2210,11,0,Brent
2211,22,0,Southwark
2212,21,0,Hillingdon
2213,38,1,Croydon
2214,8,0,Merton
2215,39,0,Bexley
